Serial No. (Labelled on tag),EPC ID,Linked Truck Licence Number
676,E28038212000602702ED2659,CAK9060
677,E28038212000602702ED23CF,ABG5417
678,E28038212000602702ED258E,JAT5733
679,E28038212000602702ED262E,CBJ9663
680,E28038212000602702ED256E,NAW9572
681,E28038212000602702ED2392,CAC9691
682,E28038212000602702ED2353,NAN5777
683,E28038212000602702ED235D,BCL6204
684,E28038212000602702ED25DF,CAH6619
685,E28038212000602702ED25A3,NCB106
686,E28038212000602607C167B9,NDR6909
687,E28038212000602607C10A11,WFC776
688,E28038212000602607C09D72,CAC4542
689,E28038212000602607C05158,CTT461
690,E28038212000602702F33E14,RLE375
691,E28038212000602607C08F11,NHH4263
692,E28038212000602702ED24E2,RHL380
693,E28038212000602702ED200B,CXM321
694,E28038212000602702F331B0,CCO4424
695,E28038212000602702ED268D,RJU820
696,E28038212000602702ED2295,ABJ9025
697,E28038212000602702ED26AD,RLX993
698,E28038212000602607C0FCAB,AFA8547
699,E28038212000602702ED23C3,CDJ4791
700,E28038212000602702ED2731,CBQ7883
701,E28038212000602702ED26E0,NBJ6898
702,E28038212000602702ED1F08,NBI6729
703,E28038212000602607C19EE4,CXU161
704,E28038212000602702ED24D3,CBJ9666
705,E28038212000602607C18622,CAJ2950
706,E28038212000602702ED2419,NEO5270
707,E28038212000602607C0A6AE,NAU9995
708,E28038212000602702ED255A,CCB9315
709,E28038212000602607C0480A,CDX814
710,E28038212000602607C0FB00,PMG482
711,E28038212000602702ED1E04,NHF3421
712,E28038212000602702ED2631,JAG8731
713,E28038212000602702ED21A3,CBJ9478
714,E28038212000602702ED2037,PLX394
715,E28038212000602702F2E8A3,NBL1831
716,E28038212000602702ED1FF4,CBQ5463
717,E28038212000602702ED2779,NAP7367
718,E28038212000602607C10878,ABO1532
719,E28038212000602702ED24D5,BCS243
720,E28038212000602702ED23C6,CBA5117
721,E28038212000602607C143B3,MGF151
722,E28038212000602607C11525,UJS495
723,E28038212000602702ED2170,CXR876
724,E28038212000602702ED24F5,NCE1376
725,E28038212000602702ED24C5,CXR779
726,E28038212000602607C18E1B,ERI999
727,E28038212000602607C0C15D,NFZ6790
728,E28038212000602702ED245E,NES1222
729,E28038212000602702ED22E6,CAG6025
730,E28038212000602702ED23F5,WQB884
731,E28038212000602607C0C014,NAO3972
732,E28038212000602702ED272B,NAP6194
733,E28038212000602702ED2351,NAO3974
734,E28038212000602607C07ABE,AAV6698
735,E28038212000602702F34A1D,RNC831
736,E28038212000602607C0F03D,NAN4928
737,E28038212000602607C114EF,NCE1372
738,E28038212000602607C06567,CXV654
739,E28038212000602702F2D0AF,RDL389
740,E28038212000602607C0D860,RND203
741,E28038212000602702ED271B,CBR9811
742,E28038212000602607C0F092,KAE5498
743,E28038212000602607C03EE7,ABD1125
744,E28038212000602607C0CC2A,AHA7356
745,E28038212000602607C07ABD,NBG9181
746,E28038212000602702ED2582,CBQ5571
747,E28038212000602702ED252D,NAD8314
748,E28038212000602702F331A7,ACN9754
749,E28038212000602702ED2679,PDF198
750,E28038212000602702ED1F18,NBJ8224
751,E28038212000602607C09ADC,NCX8262
752,E28038212000602607C0E4E4,UHZ346
753,E28038212000602702F33E1B,NEG6065
754,E28038212000602702ED2028,ABB5742
755,E28038212000602607C06382,NEX9831
756,E28038212000602607C0A814,HCD567
757,E28038212000602702F2F511,CBR4040
758,E28038212000602702ED2561,CBA2578
759,E28038212000602702F2E8FB,NDM2794
760,E28038212000602702ED238D,AMA1185
761,E28038212000602702ED23D0,TAY910
762,E28038212000602607C11533,CNE726
763,E28038212000602702ED238F,NEV2793
764,E28038212000602702ED2756,CBR4039
765,E28038212000602607C1152B,NID1355
766,E28038212000602702ED1FB0,NCI8614
767,E28038212000602702ED273F,RGJ982
768,E28038212000602702ED2452,CAT3538
769,E28038212000602702ED25FB,UOX795
770,E28038212000602702ED25FD,CAJ9293
771,E28038212000602702ED255D,RNV827
772,E28038212000602702ED2692,NBK3940
773,E28038212000602702ED2A1D,ABK2548
774,E28038212000602702ED1DA8,AAV5105
775,E28038212000602702ED2642,NAM1155
776,E28038212000602702ED261F,CXR867
777,E28038212000602702F34A55,CBF1929
778,E28038212000602607C09ACB,NBA9633
779,E28038212000602702ED24BC,NBD7593
780,E28038212000602607C137DE,NAM3677
781,E28038212000602607C0CADB,NCZ4419
782,E28038212000602607C0D724,NDO1609
783,E28038212000602702ED2541,NCZ4512
784,E28038212000602702ED2406,WJK679
785,E28038212000602607C0D8C7,NHF3422
786,E28038212000602607C0A81A,NBM8142
787,E28038212000602607C08F18,NIO4011
788,E28038212000602702ED2637,NGP9166
789,E28038212000602607C1393D,RDH728
790,E28038212000602607C0C169,NBM3261
791,E28038212000602607C0D863,RJT483
792,E28038212000602702ED22C2,ABF3048
793,E28038212000602702ED24D1,NCZ6915
794,E28038212000602607C0A7FB,MBE5205
795,E28038212000602607C03FA0,CBR5089
796,E28038212000602702ED2535,NDM1283
797,E28038212000602607C0FC4A,
798,E28038212000602702ED2815,CBF4813
799,E28038212000602607C0A968,
800,E28038212000602607C0CDC6,NIU1371
801,E28038212000602702ED26DE,UQK831
802,E28038212000602702ED2767,NII5548
803,E28038212000602702ED25A2,NAK9328
804,E28038212000602702ED202C,
805,E28038212000602702ED2636,NBJ6862
806,E28038212000602702ED26FD,KAM4682
807,E28038212000602607C0BFD3,WMQ377
808,E28038212000602702ED261B,NCE1373
809,E28038212000602607C06384,CBA1883
810,E28038212000602607C10875,NAI8776
811,E28038212000602702ED2030,KAR4304
812,E28038212000602607C07890,CAF7524
813,E28038212000602702ED25AB,NFG2402
814,E28038212000602702F2D0D3,CAE5145
815,E28038212000602607C10869,NBC7127
816,E28038212000602702ED2596,CAU6714
817,E28038212000602702F3315A,JAR4109
818,E28038212000602702ED23B5,RMN554
819,E28038212000602702ED26C9,ABO1243
820,E28038212000602607C06564,NDY6664
821,E28038212000602607C0FB0F,NAW5237
822,E28038212000602702ED2461,NGL7918
823,E28038212000602702ED2018,CAP1439
824,E28038212000602607C15AD2,RKN267
825,E28038212000602702ED244F,CBP2835
826,E28038212000602702ED25C6,NFD9029
827,E28038212000602702ED2575,KAJ6564
828,E28038212000602702ED25A5,PFY206
829,E28038212000602607C0F1DD,NES8341
830,E28038212000602702ED1EC0,CBF1882
831,E28038212000602702ED2556,CXR732
832,E28038212000602702F2C4A4,CXJ858
833,E28038212000602702ED1E58,AHA9425
834,E28038212000602702ED249E,NAM1160
835,E28038212000602607C0DA12,RFU905
836,E28038212000602702ED264D,NAG1687
837,E28038212000602702ED2611,NDJ3746
838,E28038212000602607C0E497,ABS2429
839,E28038212000602702ED2362,NAM1161
840,E28038212000602702ED26F9,NAV7518
841,E28038212000602607C05163,RFV173
842,E28038212000602702ED2622,NBK3946
843,E28038212000602702ED24CA,ABC7867
844,E28038212000602702ED24B2,CXU215
845,E28038212000602702ED22FB,KAN9596
846,E28038212000602702ED2733,NAM1188
847,E28038212000602702ED2745,NFD5838
848,E28038212000602607C03EE4,CPH631
849,E28038212000602702ED2319,RNJ345
850,E28038212000602702F34A1B,PDB125
851,E28038212000602702ED2772,RHG351
852,E28038212000602607C08608,TXT529
853,E28038212000602702ED203F,CAH9703
854,E28038212000602702ED20CF,NEV9874
855,E28038212000602702ED216F,NEV4007
856,E28038212000602607C137D0,KAE6838
857,E28038212000602702F355DE,PSH596
858,E28038212000602702ED24F1,CTB308
859,E28038212000602702ED2193,BAA2005
860,E28038212000602702ED24E9,WIV272
861,E28038212000602702ED240A,ULW941
862,E28038212000602702ED1D74,RJY133
863,E28038212000602607C0BE79,ARA3992
864,E28038212000602607C17C88,NDE4243
865,E28038212000602607C0F1D7,NBQ2193
866,E28038212000602702F35602,CXR778
867,E28038212000602702ED2003,NHF7702
868,E28038212000602702ED1F34,NAW4290
869,E28038212000602702ED242E,237813225
870,E28038212000602607C0E62C,CBS1200
871,E28038212000602702ED248F,CBP9584
872,E28038212000602702ED26CA,NGX7884
873,E28038212000602607C14652,NAD6686
874,E28038212000602607C08F12,CBR5259
875,E28038212000602607C12BEC,341553015
876,E28038212000602607C0860E,PSH756
877,E28038212000602607C07ABB,XLB784
878,E28038212000602607C0A6A1,RLY428
879,E28038212000602702ED2660,NAM1154
880,E28038212000602702ED22D6,CAG1448
881,E28038212000602702ED207C,NDN9596
882,E28038212000602702ED2153,CXR780
883,E28038212000602607C0A6AB,GAT4403
884,E28038212000602702ED23AF,NCK5323
885,E28038212000602702ED1FFC,NFD5836
886,E28038212000602607C05162,NGF6559
887,E28038212000602702ED25FF,CDJ9741
888,E28038212000602702ED2469,NAI8786
889,E28038212000602702ED24BD,CAE4879
890,E28038212000602702F34A1E,CAM2295
891,E28038212000602702ED26F2,NAZ2757
892,E28038212000602607C0D726,NGT5510
893,E28038212000602702ED2124,NBK3947
894,E28038212000602702ED1D84,CAC8644
895,E28038212000602607C08607,NAS2811
896,E28038212000602607C05B1F,NBQ7984
897,E28038212000602607C10A19,CXR873
898,E28038212000602702ED22F9,NDZ4742
899,E28038212000602607C1072F,RMA902
900,E28038212000602607C030A3,NBS7287
901,E28038212000602702ED22CD,JAT2863
902,E28038212000602607C17AD5,RCW605
903,E28038212000602607C0597A,CAN7015
904,E28038212000602702F2D0C7,NAX6856
905,E28038212000602607C0D719,BAA2004
906,E28038212000602607C06E1F,NEU2204
907,E28038212000602702ED21E4,NDZ4741
908,E28038212000602607C04704,CBJ8117
909,E28038212000602607C14650,CAM5143
910,E28038212000602702F2E8AC,NCZ4500
911,E28038212000602702ED2187,PHI424
912,E28038212000602702ED233D,CAB3457
913,E28038212000602702ED2412,NAI8781
914,E28038212000602702ED26E2,CBQ2468
915,E28038212000602702ED23C5,CBR4187
916,E28038212000602607C091AF,CBS2584
917,E28038212000602702ED26B9,
918,E28038212000602702ED275B,PRN909
919,E28038212000602702ED2365,CAG5285
920,E28038212000602607C0D725,MGE224
921,E28038212000602702F2D0D0,NEO1007
922,E28038212000602607C14649,NAN3556
923,E28038212000602702F2DC9A,NBS7025
924,E28038212000602702ED1F48,ICC8334
925,E28038212000602702ED2114,NCD5597
926,E28038212000602702ED2078,KAQ9020
927,E28038212000602702ED1DC0,AWA3412
928,E28038212000602702ED2325,AAT2170
929,E28038212000602607C0860A,WFA242
930,E28038212000602702ED2057,JAR5479
931,E28038212000602607C08F1B,CBR8965
932,E28038212000602702ED2445,CAA9973
933,E28038212000602702ED1DE0,NGG9142
934,E28038212000602607C18E11,RGU347
935,E28038212000602702ED1E7C,NGB6659
936,E28038212000602702ED202F,CXR828
937,E28038212000602702ED2188,NEG1741
938,E28038212000602702ED247F,NEW5638
939,E28038212000602702ED22DE,WIG421
940,E28038212000602702ED2322,NAX9921
941,E28038212000602702ED217C,CXR870
942,E28038212000602607C137DF,PSH556
943,E28038212000602607C11FF0,RGA468
944,E28038212000602702ED26C5,CBP7341
945,E28038212000602607C0E338,NBK6422
946,E28038212000602607C1139C,CCE3911
947,E28038212000602702ED2381,NBD7601
948,E28038212000602607C0BE8C,AAT4734
949,E28038212000602607C17C93,THF401
950,E28038212000602702ED25EE,CAM8473
951,E28038212000602607C15D24,NAI8775
952,E28038212000602607C0CAED,NHB8518
953,E28038212000602702ED25CE,NCK6406
954,E28038212000602607C06386,BVS970
955,E28038212000602702ED21C8,RJR883
956,E28038212000602702ED2727,NEM3639
957,E28038212000602702ED1D38,RAK495
958,E28038212000602607C0CDC2,AFA7562
959,E28038212000602702ED21EC,NBS6855
960,E28038212000602702F355E0,CAM7850
961,E28038212000602702F2C4AC,CAP8198
962,E28038212000602702ED1DA4,NAP6436
963,E28038212000602702ED26B4,CBN6081
964,E28038212000602702ED2375,NEW3321
965,E28038212000602702F33DFE,NDY6655
966,E28038212000602702ED24E5,MBF5143
967,E28038212000602702ED23A8,NCY3392
968,E28038212000602702ED253D,NBD9230
969,E28038212000602607C0FC55,UFQ565
970,E28038212000602607C0DA14,RKD237
971,E28038212000602702ED20C7,CXU212
972,E28038212000602607C0309F,AWA2862
973,E28038212000602702ED2579,CAG4606
974,E28038212000602702ED23A3,CBN4005
975,E28038212000602702ED26D3,ABK7901
976,E28038212000602702ED20A3,PJD362
977,E28038212000602702ED22AA,NIB1840
978,E28038212000602702ED26CB,NGL6696
979,E28038212000602702ED2339,CAL2623
980,E28038212000602702ED2673,CBS4534
981,E28038212000602702ED1FF0,NGF9439
982,E28038212000602607C10A1B,cr. 237795622
983,E28038212000602607C12D3B,ZJG308
984,E28038212000602702F34A20,RCH431
985,E28038212000602607C0DA15,NDM7962
986,E28038212000602607C0BFCA,KAO8815
987,E28038212000602702ED230E,NFT3708
988,E28038212000602702F33154,YJR951
989,E28038212000602702F2DC90,NFY5936
990,E28038212000602702ED24BE,CXR798
991,E28038212000602702F3315C,TDN763
992,E28038212000602702ED271C,CXV690
993,E28038212000602702ED23C0,NCK7930
994,E28038212000602702ED1E24,CAB3145
995,E28038212000602607C12D39,CAP1982
996,E28038212000602607C114DA,
997,E28038212000602702F2C4A3,CTX708
998,E28038212000602607C1393C,RCY937
999,E28038212000602607C19EDB,WMQ411
1000,E28038212000602702ED1CB8,NHB8517
1001,E28038212000602607C15ACB,CBS7126
1002,E28038212000602702ED242A,NAQ9707
1003,E28038212000602702ED1E34,NGA6078
1004,E28038212000602702F33E13,LZZPCJVCSPJ281943
1005,E28038212000602607C0BE8E,RNH786
1006,E28038212000602607C18623,NAT8182
1007,E28038212000602607C06E0B,NAW9540
1008,E28038212000602702ED2401,RMX801
1009,E28038212000602702ED203B,AB651A
1010,E28038212000602702ED2289,CBT3305
1011,E28038212000602702ED1DC8,RNB931
1012,E28038212000602607C083A9,CBE1815
1013,E28038212000602607C06383,GAT4407
1014,E28038212000602702ED242F,NAG4427
1015,E28038212000602702F33153,CBN2891
1016,E28038212000602702ED25B9,
1017,E28038212000602702ED22EA,WNV515
1018,E28038212000602702ED218F,NBF7276
1019,E28038212000602702ED22F2,NCK3001
1020,E28038212000602607C07AB6,NEG4203
1021,E28038212000602702ED233E,AWA3824
1022,E28038212000602702ED20D4,UFS287
1023,E28038212000602607C09D78,NCF8566
1024,E28038212000602702ED2462,NEG4209
1025,E28038212000602702ED249D,NDL7349
1026,E28038212000602607C0CAD9,NGG6817
1027,E28038212000602607C0E346,AEE2156
1028,E28038212000602702ED1EA0,NBM9827
1029,E28038212000602607C17C8B,NEP4504
1030,E28038212000602702ED23FA,NHH4264
1031,E28038212000602702F33DC4,CBF2511
1032,E28038212000602702ED26EB,NBM1981
1033,E28038212000602702ED1EA4,NCK6409
1034,E28038212000602702ED2427,CAJ2532
1035,E28038212000602702ED1CC4,NAI7047
1036,E28038212000602702ED24B3,BCL6272
1037,E28038212000602607C091AB,NOE682
1038,E28038212000602702ED2487,CBP4367
1039,E28038212000602702ED267A,NDQ9391
1040,E28038212000602702ED23DB,NEI1047
1041,E28038212000602702ED2127,NAK9753
1042,E28038212000602702ED25D7,CAY3777
1043,E28038212000602702ED23B3,CAD5961
1044,E28038212000602702ED217F,CAN6264
1045,E28038212000602702ED2656,NFT3711
1046,E28038212000602702ED2080,NEG6077
1047,E28038212000602607C06566,NIB2732
1048,E28038212000602702ED21DC,ABG8051
1049,E28038212000602702ED2190,RJP497
1050,E28038212000602702ED257D,CCO4521
1051,E28038212000602607C10726,CBQ9505
1052,E28038212000602607C09AD1,CCO3759
1053,E28038212000602702ED2098,ABG8056
1054,E28038212000602702F2D0C6,NAR5106
1055,E28038212000602702ED1CE4,234744495
1056,E28038212000602702ED2312,CAB3181
1057,E28038212000602702F34A23,TDK691
1058,E28038212000602702ED26E5,CAS5116
1059,E28038212000602702ED23BD,NGU5128
1060,E28038212000602702ED2710,NDB2719
1061,E28038212000602702ED25C7,MGE650
1062,E28038212000602702ED26B6,NCK2344
1063,E28038212000602702ED23D5,ABS2428
1064,E28038212000602702ED2AAD,TQQ701
1065,E28038212000602702ED2697,NBJ3407
1066,E28038212000602702ED237C,CXU518
1067,E28038212000602702ED23D6,WQW184
1068,E28038212000602702F2DC99,CBB4086
1069,E28038212000602607C03757,CXU216
1070,E28038212000602607C0E33B,RCL662
1071,E28038212000602702ED24B5,AFA7673
1072,E28038212000602607C0FDFA,NCZ9166
1073,E28038212000602702ED244D,CCN1222
1074,E28038212000602702ED2094,ABJ8724
1075,E28038212000602702ED243D,RAK854
1076,E28038212000602702ED244A,XMW308
1077,E28038212000602607C0CDC1,ALA8669
1078,E28038212000602702ED20C4,RHE644
1079,E28038212000602702ED244B,KAJ3555
1080,E28038212000602607C0CDCB,NFG3759
1081,E28038212000602702ED268A,THK159
1082,E28038212000602702ED2661,CR# 330579255
1083,E28038212000602702F355DB,AAK7676
1084,E28038212000602607C1A64D,AWA5861
1085,E28038212000602702ED2592,CXU225
1086,E28038212000602702ED2711,WLF220
1087,E28038212000602702ED2499,CXU557
1088,E28038212000602702F2DCA4,CBT1604
1089,E28038212000602702ED1D28,CXN625
1090,E28038212000602607C0B397,NBG9377
1091,E28038212000602702ED2829,WIS270
1092,E28038212000602702ED1F3C,CAI4342
1093,E28038212000602702ED2309,APA6244
1094,E28038212000602702ED22FF,RMB542
1095,E28038212000602702ED2397,386221844
1096,E28038212000602702ED2048,NKI6395
1097,E28038212000602702ED2A89,CDK5420
1098,E28038212000602702ED241F,284071421
1099,E28038212000602702ED1E48,NHE5426
1100,E28038212000602607C09D75,DAF6642
1101,E28038212000602702ED2672,WIS278
1102,E28038212000602702ED2060,UVF665
1103,E28038212000602607C09ADE,REJ558
1104,E28038212000602607C06571,NAZ4695
1105,E28038212000602607C0638D,ABJ4636
1106,E28038212000602702ED218C,CAS288
1107,E28038212000602702ED22DD,NBK4033
1108,E28038212000602607C0F1DB,AAV5743
1109,E28038212000602702ED21AC,CAP1611
1110,E28038212000602607C0CAEF,CAB3439
1111,E28038212000602702ED1D08,CCN3571
1112,E28038212000602702ED1EBC,CAH9701
1113,E28038212000602607C19EE7,JAB2466
1114,E28038212000602607C0E345,TPF569
1115,E28038212000602702ED2369,CR#329481482
1116,E28038212000602702ED20BC,NBS1183
1117,E28038212000602607C0480B,NKI6396
1118,E28038212000602607C184C3,CAH8738
1119,E28038212000602702ED2123,CR#2884071314
1120,E28038212000602702ED1ED4,NIL4573
1121,E28038212000602702ED21C4,NHF8972
1122,E28038212000602702F34A50,AAP9944
1123,E28038212000602607C05986,NGX7883
1124,E28038212000602607C18F4C,WEI980
1125,E28038212000602702ED2791,KAM4254
1126,E28038212000602607C184C1,NDF3191
1127,E28038212000602702ED1D6C,NCI9456
1128,E28038212000602702ED2144,ABT1773
1129,E28038212000602702ED246E,24406
1130,E28038212000602607C0656F,NIG3322
1131,E28038212000602702ED2063,NAT8649
1132,E28038212000602702ED1D18,DAF6641
1133,E28038212000602607C0CADA,NDG3325
1134,E28038212000602702ED208C,AAI8110
1135,E28038212000602607C14F58,NDR6908
1136,E28038212000602607C1A654,NEG3766
1137,E28038212000602607C08F26,NAM1204
1138,E28038212000602702ED265D,TOV312
1139,E28038212000602702ED21CC,CXV666
1140,E28038212000602607C0B50D,ABA9550
1141,E28038212000602702ED20FB,WEI532
1142,E28038212000602702ED20CB,ABO2628
1143,E28038212000602607C0C16B,CR# 284071325
1144,E28038212000602702ED1FAC,ABO1355
1145,E28038212000602607C19F5A,WIS268
1146,E28038212000602702ED1ED0,CCN8468
1147,E28038212000602702F355E3,DAF6643
1148,E28038212000602702ED201B,CAN5974
1149,E28038212000602702ED2087,NAT8667
1150,E28038212000602702ED2456,2804071410
1151,E28038212000602702ED21B8,AAV6322
1152,E28038212000602702ED1CB0,KAJ1782
1153,E28038212000602607C17256,JAC6154
1154,E28038212000602607C0E33E,284071432
1155,E28038212000602607C167B7,284071351
1156,E28038212000602702ED20DC,NAO3304
1157,E28038212000602702ED20B0,ABC7869
1158,E28038212000602702ED2164,UOQ658
1159,E28038212000602702ED1DEC,NHH9063
1160,E28038212000602702ED26D1,MAD8115
1161,E28038212000602702ED2133,JDO2167
1162,E28038212000602607C0FDF5,RKY962
1163,E28038212000602607C0CDCA,CBD6007
1164,E28038212000602702ED1EC8,CBB2961
1165,E28038212000602702ED2044,NIL4572
1166,E28038212000602607C0C15E,JDO6353
1167,E28038212000602702ED20AF,TNN343
1168,E28038212000602702ED206C,PNT509
1169,E28038212000602702ED1D30,CAG3476
1170,E28038212000602607C05B1E,NIB2733
1171,E28038212000602702ED2077,NBL9720
1172,E28038212000602702ED2160,NHE2925
1173,E28038212000602702ED1DCC,DAF6644
1174,E28038212000602702ED1E08,WMM843
1175,E28038212000602702ED2706,CXP401
1176,E28038212000602607C0E344,AAP9946
1177,E28038212000602702ED1F54,PHI377
1178,E28038212000602607C0F1DA,NFG5126
1179,E28038212000602607C19793,WMQ477
1180,E28038212000602607C1072E,CBB2635
1181,E28038212000602702ED1D50,34002
1182,E28038212000602607C167B6,NEW8796
1183,E28038212000602702ED2154,NAM3536
1184,E28038212000602702ED2093,AVA3556
1185,E28038212000602702ED1FEF,CAY1134
1186,E28038212000602702ED23CA,NIU1362
1187,E28038212000602607C11FF2,CBN4843
1188,E28038212000602702ED20A0,NAM1195
1189,E28038212000602607C13A88,TLS556
1190,E28038212000602702ED2702,NFY1306
1191,E28038212000602702ED20F8,ADF319
1192,E28038212000602607C0CAE4,CTG121
1193,E28038212000602607C08606,NAS1704
1194,E28038212000602607C0CAE6,34010
1195,E28038212000602607C1862B,NDM1281
1196,E28038212000602702ED23BC,GDF494
1197,E28038212000602702ED20E3,ABG8052
1198,E28038212000602607C17AD7,CBB4503
1199,E28038212000602607C0DA17,PNM234
1200,E28038212000602702F2DC9B,NHE5161
1201,E28038212000602702ED2442,AAP9945
1202,E28038212000602607C17064,NEW4679
1203,E28038212000602607C04FF4,ALA7301
1204,E28038212000602702ED204F,CAH7297
1205,E28038212000602607C07B1A,DAF6645 
1206,E28038212000602607C1862A,NBT8836
1207,E28038212000602702ED209C,NAZ2711
1208,E28038212000602702ED24CE,CBT3308
1209,E28038212000602702ED2210,ABG8050
1210,E28038212000602702ED20A7,ABI5278
1211,E28038212000602607C05159,CAZ7119
1212,E28038212000602702ED1EB4,UIM223
1213,E28038212000602607C184B9,NHF3750
1214,E28038212000602702F35609,ABF3059
1215,E28038212000602607C1978E,BBF688
1216,E28038212000602607C0B50F,NAZ4605
1217,E28038212000602607C0A6A2,CBL8013
1218,E28038212000602702ED23AE,NFY1305
1219,E28038212000602607C18E10,NEX9306
1220,E28038212000602607C13A8A,NKJ3243
1221,E28038212000602702ED24A6,CBB4481
1222,E28038212000602702ED2043,NKJ3244
1223,E28038212000602607C151E0,NAI8783
1224,E28038212000602607C06E1D,NEG1298
1225,E28038212000602702ED2073,NEG8840
1226,E28038212000602607C0FDF8,NFD5837
1227,E28038212000602702ED214B,NAI8773
1228,E28038212000602607C19EE5,ABG8055
1229,E28038212000602607C167BB,RJN367
1230,E28038212000602702ED2194,CCO4087
1231,E28038212000602607C0FB0D,CCO7349
1232,E28038212000602607C1A655,ABK7026
1233,E28038212000602607C0BE8F,U9D112
1234,E28038212000602702ED216C,AMA1924
1235,E28038212000602607C06572,ZNH989
1236,E28038212000602607C07AB7,CCE5802
1237,E28038212000602607C19792,NBO2855
1238,E28038212000602702F2D0A1,ACA1189
1239,E28038212000602607C06E09,CCE5746
1240,E28038212000602607C083A0,CAY9028
1241,E28038212000602607C11FF1,NKK5529
1242,E28038212000602702ED2088,CAO2087
1243,E28038212000602607C10724,NAL4301
1244,E28038212000602702ED2198,NHE1240
1245,E28038212000602702ED2234,RJE797
1246,E28038212000602702ED23D4,PXO859
1247,E28038212000602702ED23F2,NHF3749
1248,E28038212000602702ED2762,CR#40218789-2
1249,E28038212000602702ED2204,NBK4710
1250,E28038212000602607C19F59,CAG2525
1251,E28038212000602702ED24EA,NAX6857
1252,E28038212000602702ED1EE4,NCK3687
1253,E28038212000602702ED23EA,PIA734
1254,E28038212000602702ED266D,NAM1186
1255,E28038212000602702ED219B,NBQ2189
1256,E28038212000602702F2E8F9,NIF1435
1257,E28038212000602702ED21A4,BAA9596
1258,E28038212000602607C15AD1,RMR713
1259,E28038212000602702ED21D4,NEO8324
1260,E28038212000602702ED2459,CBN3037
1261,E28038212000602607C07AB5,CCB8194
1262,E28038212000602702F2DC5D,NGB1072
1263,E28038212000602702ED2775,NHE9260
1264,E28038212000602702ED20FC,NBL4955
1265,E28038212000602702ED1D68,CAO2088
1266,E28038212000602702ED2662,AAX5270
1267,E28038212000602702F2C4A1,RGN330
1268,E28038212000602702ED2403,CCK4750
1269,E28038212000602702ED1D5C,CCK4593
1270,E28038212000602702ED25DA,NHF5356
1271,E28038212000602702ED1F10,NIK4487
1272,E28038212000602702ED248D,CCK7920
1273,E28038212000602702ED22C3,NAX7405
1274,E28038212000602702ED2158,CR NO. 44576692
1275,E28038212000602607C0E630,CCK4087
1276,E28038212000602607C0515A,NDO330
1277,E28038212000602607C18629,NAN6474
1278,E28038212000602607C151D9,JAU5652
1279,E28038212000602702ED22E2,CCK8226
1280,E28038212000602607C184C0,CCP3831
1281,E28038212000602607C083A3,NCK9187
1282,E28038212000602702ED2466,CCK3689
1283,E28038212000602702F2DC57,CCK9197
1284,E28038212000602702ED22F1,CCP5813
1285,E28038212000602607C1978F,CCE6946
1286,E28038212000602702ED258F,CCK6280
1287,E28038212000602702ED26ED,NKH4328
1288,E28038212000602702ED22C7,CCK4779
1289,E28038212000602607C05B1D,CAS7609
1290,E28038212000602702ED21E0,NKH9156
1291,E28038212000602702ED2785,NAH7486
1292,E28038212000602702ED231D,CCN1191
1293,E28038212000602702F33DC7,386302007
1294,E28038212000602702ED264F,386268738
1295,E28038212000602702ED2285,RMX322
1296,E28038212000602702ED245C,NDY6646
1297,E28038212000602607C046F8,CBS8225
1298,E28038212000602702ED233C,AAQ7032
1299,E28038212000602702ED1FBC,NAB9350
1300,E28038212000602607C143B2,CCN9727
1301,E28038212000602702ED212B,NGS8637
1302,E28038212000602607C06385,CXU520
1303,E28038212000602702ED2641,BCL4592
1304,E28038212000602702ED2729,NDH3449
1305,E28038212000602607C0FDF7,NBJ2746
1306,E28038212000602702F33DCF,NCZ9167
1307,E28038212000602702F331AE,ZAD7342
1308,E28038212000602702ED2AC1,NBE7518
1309,E28038212000602702ED2545,NKH8962
1310,E28038212000602702ED1E78,CCK7564
1311,E28038212000602702ED22E7,NDC3371
1312,E28038212000602702ED2014,CAN5230
1313,E28038212000602702ED2486,NBJ8813
1314,E28038212000602607C0CC23,NKR9865
1315,E28038212000602607C0A6AC,CCE4814
1316,E28038212000602607C108C4,CAO2996
1317,E28038212000602702ED2505,NIO4251
1318,E28038212000602607C04FE8,CAF8699
1319,E28038212000602702ED24AD,NDC7104
1320,E28038212000602702ED2447,CCB9667
1321,E28038212000602702ED2855,NHD7516
1322,E28038212000602702ED236D,NAM1185
1323,E28038212000602702ED25A6,ABO3002
1324,E28038212000602607C0FDFB,CCK4994
1325,E28038212000602702F2C4C9,CDI7088
1326,E28038212000602702ED2613,CBQ8801
1327,E28038212000602607C083AA,BUA3137
1328,E28038212000602702ED239E,CAI4322
1329,E28038212000602607C091AC,NHA5908
1330,E28038212000602702ED2436,CCK4009
1331,E28038212000602702ED23EC,CBQ6844
1332,E28038212000602702F2E8FC,NDV3274
1333,E28038212000602607C12143,NCK6274
1334,E28038212000602702ED2000,ABF3047
1335,E28038212000602702ED25EA,NGB1068
1336,E28038212000602607C151E1,CCP5814
1337,E28038212000602607C151E3,CCK9861
1338,E28038212000602607C165A8,CBN8764
1339,E28038212000602702ED2110,RKT923
1340,E28038212000602702ED1FCB,CBJ8098
1341,E28038212000602607C083A2,CCP9566
1342,E28038212000602607C137DD,CCP9848
1343,E28038212000602702ED21FC,CCP7242
1344,E28038212000602702ED1FFF,CCP8425
