Serial No. (Labelled on tag),EPC ID,Linked Truck Licence Number
535,E28038212000602702ED269A,NDN7914
536,E28038212000602702ED2717,NBR2695
537,E28038212000602702ED2625,NBI7005
538,E28038212000602607C0FB01,NDZ2301
539,E28038212000602702ED270E,NEP1835
540,E28038212000602607C0E481,JAG8791
541,E28038212000602702F33DD0,NAV1034
542,E28038212000602702ED2482,NBL1830
543,E28038212000602702ED2331,NGU7959
544,E28038212000602607C05154,CBA2201
545,E28038212000602702ED2682,NCK9044
546,E28038212000602702F33E1A,NDM5048
547,E28038212000602702ED2498,NAM1209
548,E28038212000602702ED29A5,CBF4810
549,E28038212000602702ED2696,NDP3633
550,E28038212000602702ED2649,NBE9495
551,E28038212000602702ED25AF,NEX1969
552,E28038212000602702ED2358,CDK2679
553,E28038212000602702ED25D5,NAW4379
554,E28038212000602702F2D0AC,NIC8347
555,E28038212000602702ED21F4,NBR4526
556,E28038212000602702ED2519,CBQ5960
557,E28038212000602702ED23A7,NDZ2267
558,E28038212000602607C09D74,ABE3363
559,E28038212000602702ED2747,NDG3323
560,E28038212000602607C0A6A3,NFY7686
561,E28038212000602702ED20E7,NDL7346
562,E28038212000602702ED26A2,CAP6043
563,E28038212000602702ED24DB,NAW4385
564,E28038212000602607C07014,NFT1195
565,E28038212000602702ED27E5,
566,E28038212000602607C0FCAA,NBG6675
567,E28038212000602702F361E1,CBF3684
568,E28038212000602607C0EF0C,CAN8324
569,E28038212000602702F355DD,NEM4616
570,E28038212000602607C091AD,CAQ1917
571,E28038212000602607C09ACA,NEP5378
572,E28038212000602702ED26BA,NGX4030
573,E28038212000602702ED266A,NAP6766
574,E28038212000602702ED1CFC,NFY7244
575,E28038212000602702ED22A1,NAJ4588
576,E28038212000602702ED267F,NEI7107
577,E28038212000602702ED254D,XJA478
578,E28038212000602607C04FEB,NIB4804
579,E28038212000602702F34A24,NCE1457
580,E28038212000602702ED2521,CBA1590
581,E28038212000602702ED1DF0,CBS2021
582,E28038212000602702ED2327,NBM1979
583,E28038212000602607C17C91,NIK4700
584,E28038212000602702ED1F64,CDJ3725
585,E28038212000602702ED260F,NBH7454
586,E28038212000602702F2C4C4,NBS6908
587,E28038212000602607C0E4EB,NEV3202
588,E28038212000602702ED2441,NGJ8865
589,E28038212000602702F2C4B8,NFD5192
590,E28038212000602607C0DA11,NAW4294
591,E28038212000602702ED273E,NDR9001
592,E28038212000602702ED22F3,NGT9277
593,E28038212000602702ED2004,NAT8165
594,E28038212000602607C0C01B,CBQ7578
595,E28038212000602607C0CDC4,RFZ767
596,E28038212000602607C037A6,RJT551
597,E28038212000602702ED26DF,MAS2827
598,E28038212000602702ED239D,WKQ887
599,E28038212000602702ED2769,NAT3073
600,E28038212000602702F2DCA1,CAN7904
601,E28038212000602702ED271F,XKD336
602,E28038212000602607C07018,NBG4568
603,E28038212000602702ED2024,NGK1296
604,E28038212000602607C0FDF4,NEG1871
605,E28038212000602702ED2426,UFJ898
606,E28038212000602702ED1FD4,NHF9079
607,E28038212000602607C13927,CAG5331
608,E28038212000602702ED2569,ATA7122
609,E28038212000602607C08F27,NCE1477
610,E28038212000602607C09AC9,CAF4125
611,E28038212000602702ED2410,CAJ6284
612,E28038212000602702ED2509,CAE2396
613,E28038212000602702ED22CF,AAV4339
614,E28038212000602702ED2496,243625546
615,E28038212000602702ED264E,NGB4785
616,E28038212000602702ED22AF,CNS475
617,E28038212000602607C083AD,AQA7165
618,E28038212000602607C037AA,RHK922
619,E28038212000602607C0D727,NBH7518
620,E28038212000602702ED24ED,CDJ5417
621,E28038212000602702ED22D5,ARA5814
622,E28038212000602607C0B268,CDJ3735
623,E28038212000602607C0F035,CXR896
624,E28038212000602607C03EE5,CBQ9902
625,E28038212000602702ED23C2,CMV718
626,E28038212000602607C0A960,ABO2978
627,E28038212000602702ED211F,RML370
628,E28038212000602702ED1FEC,RNK829
629,E28038212000602607C03EDC,RGV122
630,E28038212000602702F2C4B7,UDV899
631,E28038212000602702ED23B0,DCQ5862
632,E28038212000602702ED2562,ABO1239
633,E28038212000602702ED22BB,CAR2854
634,E28038212000602702ED2343,UFF898
635,E28038212000602702ED2479,REU512
636,E28038212000602702ED234E,237807953
637,E28038212000602702ED2665,NBG6680
638,E28038212000602702ED22A2,NAD6685
639,E28038212000602702ED23E7,NCG7897
640,E28038212000602702F2C4C3,NDR9004
641,E28038212000602702ED24DA,RHD297
642,E28038212000602607C05B23,NIK4167
643,E28038212000602607C0E33D,AAN1742
644,E28038212000602702ED2651,NII4033
645,E28038212000602702ED21A0,CAY9688
646,E28038212000602702ED20E4,ABJ1428
647,E28038212000602607C03EDF,NBL1843
648,E28038212000602607C1706F,CAD4944
649,E28038212000602702ED2675,CBB4530
650,E28038212000602702F355E6,CAY4426
651,E28038212000602702ED2421,NIM5182
652,E28038212000602702ED1E20,NAW4377
653,E28038212000602702F355DA,ABT1711
654,E28038212000602702ED266E,TXT441
655,E28038212000602607C10A10,NAW9946
656,E28038212000602702ED24E6,TVM961
657,E28038212000602702ED2653,NAN5776
658,E28038212000602607C0BE80,ZHF543
659,E28038212000602702ED2669,BAE6908
660,E28038212000602702ED22BA,CCO7724
661,E28038212000602702ED246F,NAY1077
662,E28038212000602607C19EDA,CAZ1269
663,E28038212000602607C14505,NGK7311
664,E28038212000602702ED2305,ABO8722
665,E28038212000602702ED1FC0,NBM9830
666,E28038212000602702ED26C7,NCE1278
667,E28038212000602702ED272F,NAP6774
668,E28038212000602702ED2130,NBK6429
669,E28038212000602702ED2363,NEG3156
670,E28038212000602702ED234D,NAP6457
671,E28038212000602702ED26A6,ABO1533
672,E28038212000602702ED2010,ABG6340
673,E28038212000602702ED240C,CAM2299
674,E28038212000602702ED259F,CAG6004
675,E28038212000602702ED1D78,CAP5418
